ASSIGNED NAME,Case Number,Opened Date,Address,Status,Description
Devin Michaelis,CV20201707211,10/12/2020,"6871 Oxford Dr, Huntington Beach, CA, USA",Open,Large eyesore motorhome is encroaching on neighbors lawn and over the property line. tried to talk to him able it but her wont move it. Contact r/p #405496
Devin Michaelis,CV20201731211,10/14/2020,"19142 Tigerfish Cir, Huntington Beach, CA, USA",Open,Shed on property line #406141
Devin Michaelis,CV20201739211,10/16/2020,"10091 Valley Forge Dr, Huntington Beach, CA, USA",Open,House has not been painted in at least 20 years. Wood is rotting everywhere. Termite issues #408233
Devin Michaelis,CV20200234519,11/12/2020,"14341 Hammon Ln, Huntington Beach, CA, USA",Open,"**PRIORITY 1** Issues over the years with the house next door at 14341 Hammon Ln. We have follow up emails with Richard Hedden in 2013 and also Lyn Semeta in 2019. The problems with the neighbors house has included cars continuously parked on their lawn, the visible rotting termite infested wood, fence damage between our properties, including overgrowth of trees, roots under the fence, causing concrete foundation damage to our property. There are tires, rims, fenders, rubbish, dead leaves and bushes along their side of the fence. We now have rodents which have made their way into our rental attic causing damage and new costs. Trees are also overgrown into the power & telephone wires overhead. These issues have been costly to us, effecting our rental structure, plumbing and property value. We have documented this disturbing deterioration of the neighbor�s house and property since 2006. Formal complaints to code enforcement were made in 2012, 2017, 2020. Very little has been accomplished by by the neighbor or the city to remedy the issues mentioned and the problems are just getting worse. Please advise what we can do, this is a health & safety issue now. MyHB #449006"
Devin Michaelis,CV20202048211,11/18/2020,"5401 Meadow Cir, Huntington Beach, CA, USA",Open,The residents are renters and they are operating a business out of the house as well as renting out rooms. Prior premise history. R/P wants update. Please also update HBPD Lt. David Dereszynski#452607
Devin Michaelis,CV20202112211,11/24/2020,"10242 Wesley Cir, Huntington Beach, CA, USA",Open,Chimney is falling apart and crumbling. Could be a hazard #456036
Devin Michaelis,CV20200238519,11/30/2020,"10181 Halawa Dr, Huntington Beach, CA, USA",Open,Green pool attracting mosquitoes. **Priority 1** MyHB #457754
Devin Michaelis,CV20210038211,1/6/2021,"8652 Sable Dr, Huntington Beach, CA, USA",Open,Built block wall on neighbors property line with out permit. Contact r/p before inspection #497113
Devin Michaelis,CV20210013519,1/11/2021,"9412 Tiki Cir, Huntington Beach, CA, USA",Open,Neighbor is building a permanent structure on the property line. There appears to be no permit. MyHB #500551
Devin Michaelis,CV20210090211,1/15/2021,"7601 Amazon Dr, Huntington Beach, CA, USA",Open,R/p has gone 3 weeks with out a working shower. Communication with the owner is not working. He is dragging his feet on fixing it. #503732
Devin Michaelis,CV20210002207,2/2/2021,"8642 Sable Dr, Huntington Beach, CA, USA",Open,Unpermitted block wall
Devin Michaelis,CV20210004207,2/17/2021,"8909 Adams Ave, Huntington Beach, CA, USA",Open,"""Illegal donation boxes taking up parking spaces and/or causing nuisance with discarded trash, debris, etc., in area. **See Jimmy**""#523092"
Devin Michaelis,CV20210214211,2/18/2021,"9931 Frederick Cir, Huntington Beach, CA, USA",Open,"Since and all of Dec 2020 to present time...( mid feb 2021. Home had major construction (permitted)which was completed in Dec 2020. Owners moved in beginning Dec 2020. Presently on the side of the home gate to the curb/ sidewalk there is construction material, household garbage, moving material, old furniture just sitting there. No evidence of them using their weekly trash can to clean it up. This can cause rats as they are present. Its unsitely and unsanitary. There was more...metal which the drive-by metal people took. Is there an ordinance about maintaining your residence free from all that trash? Blight house? On behalf of the neighbors who live on that end of the street...it would be appreciated if this was looked into. #527725"
Devin Michaelis,CV20210301211,3/1/2021,"6351 Mar Vista Dr, Huntington Beach, CA, USA",Open,"Pop-up tent on the driveway, its been up for about 2 weeks. #535372"
Devin Michaelis,CV2021-18457,3/30/2021,"6971 Dresden Cir, Huntington Beach, CA, USA",Open,overgrown vegetation onto PROW on Goldenwest
Devin Michaelis,CV2021-18537,4/2/2021,"15101 Goldenwest St, Huntington Beach, CA, USA",Open,the Palm Trees on the private property of Rodrigo�s Restaurant at 15101 Goldenwest (RD 139) are very dangerous and the fronds are overgrown/broken/dangling causing safety hazard to the public
Devin Michaelis,CV2021-18538,4/2/2021,"6972 Cumberland Dr, Huntington Beach, CA, USA",Open,overgrown vegetation onto PROW on Goldenwest
Devin Michaelis,CV2021-18609,4/6/2021,"9141 Madeline Dr, Huntington Beach, CA, USA",Open,"Ladder, wheelbarrel and storage container left in front of house for approx. 4 months."
Devin Michaelis,CV2021-18610,4/6/2021,"20632 Farnsworth Ln, Huntington Beach, CA, USA",Open,"Overgrown tree is growing into public right of way blocking the sidewalk, making it hard to walk past. #545419"
Devin Michaelis,CV2021-18628,4/8/2021,"510 10th St, Huntington Beach, CA, USA",Open,Dumping junk and trash in the alley regularly
Devin Michaelis,CV2021-18636,4/8/2021,"5082 Sparrow Dr, Huntington Beach, CA, USA",Open,Christmas tree and other debris on lawn for several months.
Devin Michaelis,CV2021-18645,4/9/2021,"4542 Operetta Dr, Huntington Beach, CA, USA",Open,Lawn is a major eye sore. Not being kept up. Reported two other times in 2020. Needs to be fined.
Devin Michaelis,CV2021-18650,4/9/2021,"3282 Gilbert Dr, Huntington Beach, CA, USA",Open,Home under construction whose lawn is terrible looking.
Devin Michaelis,CV2021-18693,4/13/2021,"5202 Robinwood Dr, Huntington Beach, CA, USA",Open,"The sidewalk is (again!) getting smaller and smaller, making it difficult to maneuver a wheelchair."
Devin Michaelis,CV2021-18699,4/13/2021,"16291 Duchess Ln, Huntington Beach, CA, USA",Open,"R/p was referred by Edison. Electricity was turned off at the property over a year ago and since then there have been people living there illegally without power. They are using generators in the garage (mostly all night) to give the residence electricity. R/p is worried that they are either gas generators with no ventilation or electric generators pulling power from other source nearby. They also park their vehicles on the sidewalk and are generally a troublesome home. *Edison Investigator Cary Sterns can be reached for more information on the property 714-325-4361* *Officer safety- property has 2 aggressive dogs in the backyard* *Do not mention any indication a neighbor reported, has been confrontational in the past* R/p would like contact"
Devin Michaelis,CV2021-18733,4/15/2021,"5062 Sparrow Dr, Huntington Beach, CA, USA",Open,My neighbor has an overgrown yard that has gophers throwing piles of dirt into the gutters on our street. This creates a blockage for water and debris that would otherwise flow to the drain. I have been removing the dirt for the past several months and problem still persists.
Devin Michaelis,CV2021-18731,4/15/2021,"5041 Caspian Cir, Huntington Beach, CA, USA",Open,"Unpermitted shed under 120 sq. ft. but in violation of front setback. Shed is approximately 96 sq. ft. Already verified by Building, no Building Permit required"
Devin Michaelis,CV2021-18808,4/20/2021,"15511 Edwards St, Huntington Beach, CA, USA",Open,"Illegal donation boxes taking up parking spaces and/or causing nuisance with discarded trash, debris, etc., in Chuck E. Cheese parking lot. **See Jimmy**#523099"
Devin Michaelis,CV2021-18810,4/20/2021,"9411 Cape Cod Dr, Huntington Beach, CA, USA",Open,"Inoperable abandon vehicle, with no doors and no wheels in driveway. It's a VW bus. It's been there for months."
Devin Michaelis,CV2021-18806,4/20/2021,"5052 Cheryl Dr, Huntington Beach, CA, USA",Open,please contact the homeowner about trimming their overgrown plant material off the sidewalks. both on the Tomas and Cheryl sides of this corner property. The vine like plant is a serious trip hazard.#523803
Devin Michaelis,CV2021-18862,4/22/2021,"16321 Nassau Ln, Huntington Beach, CA, USA",Open,Parking work trucks on the lawn.
Devin Michaelis,CV2021-18848,4/22/2021,"9612 Chevy Chase Dr, Huntington Beach, CA, USA",Open,Trailer is parked on the lawn
Devin Michaelis,CV2021-18849,4/22/2021,"19021 Hillsboro Cir, Huntington Beach, CA, USA",Open,Broken down vehicles
Devin Michaelis,CV2021-18850,4/22/2021,"9461 Velardo Dr, Huntington Beach, CA, USA",Open,Referred to Code Enforcement by PD- Home is a fire hazard as the front yard and backyard are severely overgrown with vegetation.
Devin Michaelis,CV2021-18851,4/22/2021,"9472 Tiki Cir, Huntington Beach, CA, USA",Open,4 cars parked on the lawn and possibly living in the RV in the driveway.
Devin Michaelis,CV2021-18856,4/22/2021,"8682 Garfield Ave, Huntington Beach, CA, USA",Open,Can the City do anything about this properties front yard? 8682 Garfield. Pictures attached
Devin Michaelis,CV2021-18859,4/22/2021,"16601 Simonne Ln, Huntington Beach, CA, USA",Open,Truck full of junk in front of the property
Devin Michaelis,CV2021-18880,4/23/2021,"15201 Yorkshire Ln, Huntington Beach, CA, USA",Open,Structure built in backyard seen from street. Another structure being built in same backyard. Do not believe there are permits for either or concrete foundation.
Devin Michaelis,CV2021-18881,4/23/2021,"15012 Drake Ln, Huntington Beach, CA, USA",Open,Garage converted into bedroom ( or 2?). Looks like a gas line going into garage. Back patio a room? An approx 1000 sq house potentially a 4-6 bedroom rental income property.
Devin Michaelis,CV2021-18882,4/23/2021,"5362 System Dr, Huntington Beach, CA, USA",Open,Boat storage on the street
Devin Michaelis,CV2021-18883,4/23/2021,"9471 Leilani Dr, Huntington Beach, CA, USA",Open,Tree on this property has grown outrageously big and dangerous. It hovers over traffic lanes and is ready to tip over. It also entangles power lines. It must be severely trimmed or removed. People are afraid to walk on sidewalk under it.
Devin Michaelis,CV2021-18886,4/23/2021,"222 Indianapolis Ave, Huntington Beach, CA, USA",Open,Old furniture dumped Behind 222 Indianapolis in alley.
Devin Michaelis,CV2021-18887,4/23/2021,"14972 Springdale St, Huntington Beach, CA, USA",Open,graffiti on the green temp fence at the n/e corner of Springdale and Bolsa
Devin Michaelis,CV2021-18888,4/23/2021,"16411 Fairway Ln, Huntington Beach, CA, USA",Open,Weeds and plants growing across the sidewalk and down the curb and into the street gutter. Also due to neglect of weeds and clutter in the back yard we have had a increase in rats in our property.#382881
Devin Michaelis,CV2021-18889,4/23/2021,"16301 Fairway Ln, Huntington Beach, CA, USA",Open,Inoperable vehicle
Devin Michaelis,CV2021-18937,4/29/2021,"20461 Whitetree Cir, Huntington Beach, CA, USA",Open,"4 flat tires on car, they put trash cans to cover."
Devin Michaelis,CV2021-18938,4/29/2021,"19797 Margate Ln, Huntington Beach, CA, USA",Open,"Patio cover in back of unit was built without the required set back requirements. A permit was not obtained. The build is/was in violation of city building codes, (? 230.08 Accessory Structures or other code ?) When Huntington Bay community was built, the city required a maximum 50% of the property to be covered by roofing, et al. Patio covers are additions. As a neighbor property, the lack of set back is an infringement. Please investigate. MyHB #447405"
Eric Tlilayatzi,CV20190126257,5/9/2019,"17711 Crabb Ln, Huntington Beach, CA, USA",Open,"construction and electrical wiring without planning and building permits filed.
Eric Tlilayatzi,CV20190277257,9/3/2019,17182 Oak Ln"""
Eric Tlilayatzi,CV20190343257,10/30/2019,"7822 Liberty Dr, Huntington Beach, CA, USA",Open,Building permits expired with pending plumbing work
Eric Tlilayatzi,CV20200011257,2/6/2020,"16701 Sims Ln, Huntington Beach, CA, USA",Open,Inadequate Sanitation- unpermitted construction of unit E **See Jimmy before further enforcement**
Eric Tlilayatzi,CV20200038257,3/24/2020,"16712 Lynn Ln, Huntington Beach, CA, USA",Open,Faulty weather protection (rotted fascia boards and chipped and peeling paint) and overrown vegetation.
Eric Tlilayatzi,CV20200109257,5/5/2020,"7844 Glencoe Dr, Huntington Beach, CA, USA",Open,"****STOP WORK ORDER******* Construction without building permits: changing size of windows, closing off doorway, installation of water heater and 2 furnace."
Eric Tlilayatzi,CV20200877211,7/15/2020,"19455 Brookhurst St, Huntington Beach, CA, USA",Open,This address is always flooding the property next to it at 19459 Brookhurst. Contact r/p #346290
Eric Tlilayatzi,CV20200147257,8/12/2020,"4052 Davenport Dr, Huntington Beach, CA, USA",Open,Unpermitted construction on the property
Eric Tlilayatzi,CV20200186257,10/7/2020,"18151 Wharton Ln, Huntington Beach, CA, USA",Open,Construction without a permit / Unpermitted fence on the north side of the property.
Eric Tlilayatzi,CV20200190257,10/15/2020,"7631 Volga Dr, Huntington Beach, CA, USA",Open,Unpermitted furnace and air conduction installed without permits.
Eric Tlilayatzi,CV20201810211,10/23/2020,"7541 Rhone Ln, Huntington Beach, CA, USA",Open,Block wall built over 5 ft tall and poured a concrete walkway along the side of the wall from city sidewalk up to back yard with no permits.#411088
Eric Tlilayatzi,CV20200201257,11/4/2020,"18191 Lisa Ln, Huntington Beach, CA, USA",Open,Construction without permits. New window opening created to install new window
Eric Tlilayatzi,CV20200206257,11/5/2020,"7950 Yorktown Ave, Huntington Beach, CA, USA",Open,"chemical odor and over spray from a cabinet shop, the adjacent property of 19531 Beach"
Eric Tlilayatzi,CV20200207257,11/5/2020,"2006 Florida St, Huntington Beach, CA, USA",Open,Graffiti in public view and possible additional code violations. #422925
Eric Tlilayatzi,CV20200217257,12/1/2020,"213 Knoxville Ave, Huntington Beach, CA, USA",Open,SURF-Facility is having issues on a regular basis. Fire and PD are always being called out for overdoses. R/p would like to make sure they are doing everything correctly because they feel unsafe. MyHB #458866
Eric Tlilayatzi,CV20200226257,12/3/2020,"16341 Anita Ln, Huntington Beach, CA, USA",Open,******CONSTRUCTION WITHOUT BUILDING PERMITS****** Installation of new windows. Made one of the windows into a larger window. Lawn parking.
Eric Tlilayatzi,CV20200260519,12/11/2020,"1805 Huntington St, Huntington Beach, CA, USA",Open,1805 is once again short term renting out the two back properties. People were in the jacuzzi late at night. The attaced screen shot of the website for SoCal Hot Properties has a calendar with the unavailable dates marked off. This has been a recurring problem for 11 years! Thank you. MyHB #481998
Eric Tlilayatzi,CV20202351211,12/18/2020,"16947 Roundhill Dr, Huntington Beach, CA, USA",Open,"SURF- 15 people living in the this recovery property, no fire extengishers, no working smoke alarms, the home looks horrible. R/p was phically in the property and witnessed these issues. She states that the company ""Next Step has 13 other properties just like this. She would like conatact#486768"
Eric Tlilayatzi,CV20210091211,1/15/2021,"7641 Volga Dr, Huntington Beach, CA, USA",Open,Full remodel- no permits #503737
Eric Tlilayatzi,CV20210023257,1/27/2021,"8271 Dancy Cir, Huntington Beach, CA, USA",Open,"Faulty weather protection / chipped and peeling paint on wood siding, lack of vegetation on front lawn, and osbtruction of public right of way."
Eric Tlilayatzi,CV20210161211,2/3/2021,"7979 Center Ave, Huntington Beach, CA, USA",Open,Allegedly operating without a business licence. R/p wants contact #516855
Eric Tlilayatzi,CV20210192211,2/17/2021,"8888 Lauderdale Ct, Huntington Beach, CA, USA",Open,No Permits for New Water Heater & Furnace both are gas. The owner does not know what the renter is doing. Renter is Terry Lewis owner is Janet Nagle AP# 933-521-33. Terry Lewis is telling other residents you do not need permits? #524778
Eric Tlilayatzi,CV20210050257,2/25/2021,"17382 Koledo Ln, Huntington Beach, CA, USA",Open,Inoperable vehicle discarded equipment in public view.
Eric Tlilayatzi,CV20210054257,3/1/2021,"16861 Minoru Ln, Huntington Beach, CA, USA",Open,Unpermitted patio cover in unit C
Eric Tlilayatzi,CV20210060257,3/4/2021,"16951 Concord Ln, Huntington Beach, CA, USA",Open,Faulty weather protection (rotted wood and peeling paint) and dilapidated guardrails on he balcony.
Eric Tlilayatzi,CV20210341211,3/5/2021,"17123 Roundhill Dr, Huntington Beach, CA, USA",Open,"There have been many dumpsters going in and out at house. The big ones and taller than 6 feet dumpsters. There have also been a number of pickup trucks there doing construction work. Windows on 2nd story removed, new room addition in the back. Are there permits for all of this work? The City and County is losing money if there are no permits for this work. Thank you#539877"
Eric Tlilayatzi,CV2021-18247,3/15/2021,"4732 Pearce Dr, Huntington Beach, CA, USA",Open,Water leaking in bedroom and garage
Eric Tlilayatzi,CV2021-18274,3/16/2021,"16542 Blackbeard Ln, Huntington Beach, CA, USA",Open,"Construction at 16542 Blackbeard lane # 201. Report of new owner converting the common attic to storage or habitable space. This is not allowed by the HOA, and is not his property.Construction at 16542 Blackbeard lane # 201. Report of new owner converting the common attic to storage or habitable space. This is not allowed by the HOA, and is not his property."
Eric Tlilayatzi,CV2021-18280,3/17/2021,"505 Utica Ave, Huntington Beach, CA, USA",Open,"Hello, I want to see if you can help me, please, I have been telling the apartment manager for more than 4 months that my window was broken by some children who were playing outside the whole window is broken right now I have no window the manager sent a boy to measure and no I returned I called another command to measure and I do not return my children have been very cold in my room I have a water leak for more than 2 years and the manager does not send her to fix the carpet it is already detached by the leak of the Water"
Eric Tlilayatzi,CV2021-18445,3/29/2021,"8052 Taylor Dr, Huntington Beach, CA, USA",Open,Unpermitted construction
Eric Tlilayatzi,CV2021-18557,4/2/2021,"18382 Patterson Ln, Huntington Beach, CA, USA",Open,"A vacant lot belonging to the address to 18382 Patterson Ln has is an eyesore. There are junk and debris, inoperable vehicles, and there is a small run-down storage shed."
Eric Tlilayatzi,CV2021-18586,4/5/2021,"8312 Talbert Ave, Huntington Beach, CA, USA",Open,"Wall falling over. Homeowner remodeled entire home, added two story pool, 2 years ago. But built side walls of junk, plastic table, refrigerator etc. And also never added any landscaping out front. So its dirt and weeds. This eyesore is unfairly pulling down property values for the entire neighborhood."
Eric Tlilayatzi,CV2021-18697,4/13/2021,"9162 Heatherton Cir, Huntington Beach, CA, USA",Open,Caller said she is just out of the hospital on a walker. Overgrown Hedge on the Randi Ln side of the corner house on Heatherton blocking access. She is concerned about possible retaliation
Eric Tlilayatzi,CV2021-18726,4/14/2021,"16851 Blanton Ln, Huntington Beach, CA, USA",Open,neighbor had gone out yesterday and painted the curb red in front of his house. The nearest address is 4672 Milo Dr and he said it is right across the street from that address.
Eric Tlilayatzi,CV2021-18737,4/15/2021,"2015 California St, Huntington Beach, CA, USA",Open,Surf
Eric Tlilayatzi,CV2021-18812,4/20/2021,"4592 Heil Ave, Huntington Beach, CA, USA",Open,"Multiple furniture items, miscellaneous junk, trash and mattresses abandoned by the tenants moving out of 4592 Heil Avenue Apartment #2"
Eric Tlilayatzi,CV2021-18814,4/20/2021,"16662 Goldenwest St, Huntington Beach, CA, USA",Open,Mold in the garage
Eric Tlilayatzi,CV2021-18863,4/22/2021,"8302 Talbert Ave, Huntington Beach, CA, USA",Open,Dilapidated brick wall in public view.
Eric Tlilayatzi,CV2021-18847,4/22/2021,"8252 Talbert Ave, Huntington Beach, CA, USA",Open,Missing front window in front of the property
Eric Tlilayatzi,CV2021-18903,4/26/2021,"8102 Forelle Dr, Huntington Beach, CA, USA",Open,Faulty weather protection/rotted wood
Eric Tlilayatzi,CV2021-18905,4/26/2021,"16532 Goldenwest St, Huntington Beach, CA, USA",Open,Overgrown vegetation encroaching the sidewalk/discarded sofa
Eric Tlilayatzi,CV2021-18916,4/27/2021,"16612 Jib Cir, Huntington Beach, CA, USA",Open,Renter at 16612 Jib right next to r/ps property (16602 Jib) is not picking up after their 2 dogs on the patio. The feces are stacked up from lack cleaning. R/p says the smell and the flies it attracts overwhelming when going outside.
Eric Tlilayatzi,CV2021-18933,4/28/2021,"16661 Tunstall Ln, Huntington Beach, CA, USA",Open,Gang related graffiti visible from public view
Eric Tlilayatzi,CV2021-18952,4/29/2021,"7622 Volga Dr, Huntington Beach, CA, USA",Open,Tenant does not keep animal area clean. He has never hosed off the area where the dog urinates so the smell is really strong. R/p can not open up back door because it is so intrusive. R/p states that the officer is welcome to contact her to see issue from her property at 7612 Volga #2. Owner of 7622 Volga building is Stella at 714-862-8491.
Eric Tlilayatzi,CV2021-18953,4/29/2021,"7602 Volga Dr, Huntington Beach, CA, USA",Open,Inoperable vehicle in public view
Eric Tlilayatzi,CV2021-18946,4/29/2021,"7872 Glencoe Dr, Huntington Beach, CA, USA",Open,Discarded pallets and cardboard boxes in public view
Eric Tlilayatzi,CV2021-18947,4/29/2021,"7602 Amazon Dr, Huntington Beach, CA, USA",Open,Faulty Weather Protection/ chipped and peeling paint and rotted wood
Eric Tlilayatzi,CV2021-18948,4/29/2021,"18621 Demion Ln, Huntington Beach, CA, USA",Open,Faulty wire protection/chipping peeling paint on the fascia boards.
Eric Tlilayatzi,CV2021-18949,4/29/2021,"18571 Demion Ln, Huntington Beach, CA, USA",Open,Chip and peeling paint throughout the building and discarded appliances and furniture in public view
Eric Tlilayatzi,CV2021-18944,4/29/2021,"19744 Beach Blvd, Huntington Beach, CA, USA",Open,"Location is used for Sober Living meetings. R/p would like to know if this is legitimate. Ran by ""Sober Living Partners"""
Gerardo Jimenez,CV20190062220,12/30/2019,"7871 Newman Ave, Huntington Beach, CA, USA",Open,Inadequate Sanitation 7871 Newman Street Unit B Huntington Beach 2 bedroom apt with wall put in without permit with 6 residents residing within and 2 residents with 2 children residing in side storage room without permit MYHB #224806 MYHB #224352
Gerardo Jimenez,CV20200020220,1/29/2020,"17441 Keelson Ln, Huntington Beach, CA, USA",Open,The garage doors are damaged.
Gerardo Jimenez,CV20200122211,3/17/2020,"17191 Beach Blvd, Huntington Beach, CA, USA",Open,Eyesore tool salvage yard with people living in the back of it. Looks bad. myhb#266658 #514696
Devin Michaelis,CV20200052216,4/20/2020,16381 Whittier Ln,Open,Residents are now piling trash in front yard again - see picture with blue area circled - that�s the front yard with it all covered by a tarp. Residents are also blocking sidewalk with a truck parked in the driveway - see picture of truck in driveway blocking a part of the sidewalk. MyHB#283489.
Devin Michaelis,CV20200265220,5/29/2020,8031 Ellis Ave,Open,"Items being stored on a vacant lot, Improper occupancy, accessory structure, hazardous wiring, hazardous plumbing, accumulation of junk and debris, dead vegetation."
Devin Michaelis,CV20200267220,5/29/2020,8041 Ellis Ave,Open,"Liqour store: Discarded items, rotted/split/buckling fascia boards, overgrown vegetation, tall weeds, broken window, unpermitted construction."
Devin Michaelis,CV20200296218,6/3/2020,21621 Hanakai Ln,Open,Unpermitted 2 story backyard addition/structure built 2 inches away from neighbors walls with no foundation (but has electrical wiring & AC inside) MyHB 310924
Devin Michaelis,CV20200310218,6/22/2020,8821 Burlcrest Dr,Open,Vacant house w/ BeeHive MyHB 323473
Devin Michaelis,CV20200902211,7/20/2020,8711 Masters Dr,Open,Added a large wood structure the extendeds from the fence on the property line. Blocks neighbors line of sight and is an eyesore. Contact r/p for pictures if needed. #348901
Devin Michaelis,CV20201172211,8/10/2020,22002 Newport Cir,Open,Constructed a 9ft high brick wall poorly. Unsightly and looks unsound.#362840
Devin Michaelis,CV20200022207,8/13/2020,9051 Atlanta Ave,Open,"Unapproved event ""cars & coffee"" over the weekend and no TEUP on file for Coffee Nature"
Devin Michaelis,CV20200024207,8/13/2020,21032 Shepherd Ln,Open,"Inoperable cars, discarded items and an unstable fence at the property"
Devin Michaelis,CV20200025207,8/13/2020,923 Alabama St,Open,Substandard conditions and improper occupancy
